"dataset","seed","fold","frechet_sparse","frechet_dense","euclid_sparse","euclid_dense","n_sel","p"
"Phase",8,4,0.944444444444444,0.888888888888889,0.888888888888889,0.555555555555556,2,5
"Phase",8,5,1,0.888888888888889,0.777777777777778,0.555555555555556,2,5
"Phase",9,1,1,0.944444444444444,0.888888888888889,0.722222222222222,5,5
"Phase",9,2,1,0.944444444444444,0.944444444444444,0.888888888888889,2,5
"Phase",9,3,1,0.944444444444444,0.944444444444444,0.888888888888889,4,5
"Phase",9,4,0.944444444444444,0.888888888888889,0.833333333333333,0.611111111111111,2,5
"Phase",9,5,0.944444444444444,0.944444444444444,0.833333333333333,0.722222222222222,3,5
"Phase",10,1,0.888888888888889,0.888888888888889,0.777777777777778,0.666666666666667,2,5
"Phase",10,2,1,0.888888888888889,0.833333333333333,0.555555555555556,5,5
"Phase",10,3,0.888888888888889,0.888888888888889,0.666666666666667,0.722222222222222,5,5
"Phase",10,4,1,0.944444444444444,0.888888888888889,0.833333333333333,2,5
"Phase",10,5,0.888888888888889,0.944444444444444,0.888888888888889,0.611111111111111,2,5
"Phase",11,1,0.944444444444444,0.777777777777778,0.888888888888889,0.888888888888889,2,5
"Phase",11,2,1,0.833333333333333,0.611111111111111,0.444444444444444,2,5
"Phase",11,3,0.888888888888889,0.666666666666667,0.777777777777778,0.611111111111111,2,5
"Phase",11,4,0.722222222222222,0.777777777777778,0.888888888888889,0.5,2,5
