"dataset","seed","fold","s","n_sel","p","n_info_selected","info_share","k_sel","gamma_sel","bal_acc_knn","acc_knn","macro_f1_knn","bal_acc_kfda","acc_kfda","macro_f1_kfda"
"Shape_async",2,2,1.59731843296212,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.836363636363636
"Shape_async",2,2,1.78685510121975,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",2,2,1.9988820556175,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",2,2,2.23606797749979,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",2,3,1.02,2,5,2,1,1,8,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667
"Shape_async",2,3,1.14103247394714,2,5,2,1,1,4,1,1,1,0.611111111111111,0.611111111111111,0.582442067736185
"Shape_async",2,3,1.27642657509994,2,5,2,1,1,4,1,1,1,0.666666666666667,0.666666666666667,0.648148148148148
"Shape_async",2,3,1.42788644391977,4,5,2,0.5,1,1,1,1,1,0.888888888888889,0.888888888888889,0.882051282051282
"Shape_async",2,3,1.59731843296212,5,5,2,0.4,1,0.25,1,1,1,1,1,1
"Shape_async",2,3,1.78685510121975,5,5,2,0.4,1,0.25,1,1,1,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",2,3,1.9988820556175,5,5,2,0.4,1,0.25,1,1,1,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",2,3,2.23606797749979,5,5,2,0.4,1,0.25,1,1,1,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",2,4,1.02,2,5,2,1,1,0.125,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.832167832167832
"Shape_async",2,4,1.14103247394714,2,5,2,1,1,0.25,1,1,1,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",2,4,1.27642657509994,2,5,2,1,1,0.25,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",2,4,1.42788644391977,3,5,2,0.666666666666667,1,1,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",2,4,1.59731843296212,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.891774891774892
"Shape_async",2,4,1.78685510121975,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",2,4,1.9988820556175,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",2,4,2.23606797749979,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",2,5,1.02,2,5,2,1,3,8,0.888888888888889,0.888888888888889,0.885714285714286,0.777777777777778,0.777777777777778,0.782539682539683
"Shape_async",2,5,1.14103247394714,2,5,2,1,3,8,0.833333333333333,0.833333333333333,0.831168831168831,0.833333333333333,0.833333333333333,0.837218337218337
"Shape_async",2,5,1.27642657509994,2,5,2,1,1,8,1,1,1,0.833333333333333,0.833333333333333,0.837218337218337
"Shape_async",2,5,1.42788644391977,3,5,2,0.666666666666667,1,0.125,1,1,1,0.777777777777778,0.777777777777778,0.777777777777778
"Shape_async",2,5,1.59731843296212,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",2,5,1.78685510121975,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,1,1,1
"Shape_async",2,5,1.9988820556175,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,1,1,1
"Shape_async",2,5,2.23606797749979,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,1,1,1
"Shape_async",3,1,1.02,2,5,2,1,1,0.25,0.833333333333333,0.833333333333333,0.837218337218337,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,1,1.14103247394714,2,5,2,1,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.827894327894328
"Shape_async",3,1,1.27642657509994,2,5,2,1,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.827894327894328
"Shape_async",3,1,1.42788644391977,3,5,2,0.666666666666667,1,8,1,1,1,1,1,1
"Shape_async",3,1,1.59731843296212,5,5,2,0.4,1,4,1,1,1,0.833333333333333,0.833333333333333,0.830769230769231
"Shape_async",3,1,1.78685510121975,5,5,2,0.4,1,4,1,1,1,0.722222222222222,0.722222222222222,0.715873015873016
"Shape_async",3,1,1.9988820556175,5,5,2,0.4,1,4,1,1,1,0.722222222222222,0.722222222222222,0.715873015873016
"Shape_async",3,1,2.23606797749979,5,5,2,0.4,1,4,1,1,1,0.722222222222222,0.722222222222222,0.715873015873016
"Shape_async",3,2,1.02,2,5,2,1,3,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,2,1.14103247394714,2,5,2,1,3,1,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,2,1.27642657509994,2,5,2,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",3,2,1.42788644391977,3,5,2,0.666666666666667,1,0.5,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,2,1.59731843296212,5,5,2,0.4,1,2,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,2,1.78685510121975,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",3,2,1.9988820556175,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",3,2,2.23606797749979,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",3,3,1.02,2,5,2,1,1,0.25,0.888888888888889,0.888888888888889,0.885714285714286,0.666666666666667,0.666666666666667,0.657142857142857
"Shape_async",3,3,1.14103247394714,2,5,2,1,1,8,0.833333333333333,0.833333333333333,0.832167832167832,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,3,1.27642657509994,2,5,2,1,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,3,1.42788644391977,3,5,2,0.666666666666667,1,8,0.944444444444444,0.944444444444444,0.944055944055944,1,1,1
"Shape_async",3,3,1.59731843296212,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,3,1.78685510121975,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,3,1.9988820556175,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,3,2.23606797749979,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,4,1.02,2,5,2,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,4,1.14103247394714,2,5,2,1,7,0.125,0.777777777777778,0.777777777777778,0.775252525252525,0.833333333333333,0.833333333333333,0.832167832167832
"Shape_async",3,4,1.27642657509994,2,5,2,1,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",3,4,1.42788644391977,4,5,2,0.5,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.836363636363636
"Shape_async",3,4,1.59731843296212,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",3,4,1.78685510121975,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",3,4,1.9988820556175,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",3,4,2.23606797749979,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",3,5,1.02,2,5,2,1,5,0.5,0.777777777777778,0.777777777777778,0.782539682539683,0.722222222222222,0.722222222222222,0.731313131313131
"Shape_async",3,5,1.14103247394714,2,5,2,1,1,8,0.833333333333333,0.833333333333333,0.837218337218337,0.833333333333333,0.833333333333333,0.836363636363636
"Shape_async",3,5,1.27642657509994,2,5,2,1,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",3,5,1.42788644391977,3,5,2,0.666666666666667,1,8,0.888888888888889,0.888888888888889,0.888500388500388,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",3,5,1.59731843296212,5,5,2,0.4,3,8,0.833333333333333,0.833333333333333,0.837218337218337,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,5,1.78685510121975,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,5,1.9988820556175,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",3,5,2.23606797749979,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,1,1.02,2,5,2,1,9,0.125,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,1,1.14103247394714,2,5,2,1,9,0.125,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,1,1.27642657509994,2,5,2,1,9,0.25,0.888888888888889,0.888888888888889,0.885714285714286,1,1,1
"Shape_async",4,1,1.42788644391977,3,5,2,0.666666666666667,1,4,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,1,1.59731843296212,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,1,1.78685510121975,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,1,1.9988820556175,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,1,2.23606797749979,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,2,1.02,2,5,2,1,3,8,0.722222222222222,0.722222222222222,0.704991087344028,0.777777777777778,0.777777777777778,0.783549783549784
"Shape_async",4,2,1.14103247394714,2,5,2,1,1,1,0.833333333333333,0.833333333333333,0.827894327894328,0.555555555555556,0.555555555555556,0.55959595959596
"Shape_async",4,2,1.27642657509994,2,5,2,1,1,0.125,0.833333333333333,0.833333333333333,0.827894327894328,0.777777777777778,0.777777777777778,0.775252525252525
"Shape_async",4,2,1.42788644391977,3,5,2,0.666666666666667,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.891774891774892
"Shape_async",4,2,1.59731843296212,5,5,2,0.4,5,8,0.722222222222222,0.722222222222222,0.704991087344028,0.833333333333333,0.833333333333333,0.837218337218337
"Shape_async",4,2,1.78685510121975,5,5,2,0.4,1,8,0.833333333333333,0.833333333333333,0.836363636363636,0.833333333333333,0.833333333333333,0.837218337218337
"Shape_async",4,2,1.9988820556175,5,5,2,0.4,1,8,0.833333333333333,0.833333333333333,0.836363636363636,0.833333333333333,0.833333333333333,0.837218337218337
"Shape_async",4,2,2.23606797749979,5,5,2,0.4,1,8,0.833333333333333,0.833333333333333,0.836363636363636,0.833333333333333,0.833333333333333,0.837218337218337
"Shape_async",4,3,1.02,2,5,2,1,1,0.125,0.833333333333333,0.833333333333333,0.827894327894328,0.666666666666667,0.666666666666667,0.675324675324675
"Shape_async",4,3,1.14103247394714,2,5,2,1,1,0.5,0.833333333333333,0.833333333333333,0.827894327894328,0.722222222222222,0.722222222222222,0.725252525252525
"Shape_async",4,3,1.27642657509994,2,5,2,1,1,8,0.777777777777778,0.777777777777778,0.764102564102564,0.833333333333333,0.833333333333333,0.815628815628816
"Shape_async",4,3,1.42788644391977,3,5,2,0.666666666666667,1,8,0.833333333333333,0.833333333333333,0.832167832167832,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",4,3,1.59731843296212,5,5,2,0.4,1,8,0.777777777777778,0.777777777777778,0.771428571428571,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",4,3,1.78685510121975,5,5,2,0.4,1,8,0.777777777777778,0.777777777777778,0.771428571428571,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",4,3,1.9988820556175,5,5,2,0.4,1,8,0.777777777777778,0.777777777777778,0.771428571428571,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",4,3,2.23606797749979,5,5,2,0.4,1,8,0.777777777777778,0.777777777777778,0.771428571428571,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",4,4,1.02,2,5,2,1,3,8,0.944444444444444,0.944444444444444,0.944055944055944,0.555555555555556,0.555555555555556,0.570707070707071
"Shape_async",4,4,1.14103247394714,2,5,2,1,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888888888888889
"Shape_async",4,4,1.27642657509994,2,5,2,1,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",4,4,1.42788644391977,4,5,2,0.5,1,8,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,4,1.59731843296212,5,5,2,0.4,1,8,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,4,1.78685510121975,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,4,1.9988820556175,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,4,2.23606797749979,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,5,1.02,2,5,2,1,3,0.125,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.832167832167832
"Shape_async",4,5,1.14103247394714,2,5,2,1,3,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,5,1.27642657509994,2,5,2,1,3,8,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",4,5,1.42788644391977,3,5,2,0.666666666666667,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,5,1.59731843296212,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,5,1.78685510121975,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,5,1.9988820556175,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",4,5,2.23606797749979,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.891774891774892,1,1,1
"Shape_async",5,1,1.02,2,5,2,1,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,1,1.14103247394714,2,5,2,1,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.833333333333333,0.833333333333333,0.837218337218337
"Shape_async",5,1,1.27642657509994,2,5,2,1,5,8,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",5,1,1.42788644391977,3,5,2,0.666666666666667,3,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,1,1.59731843296212,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",5,1,1.78685510121975,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",5,1,1.9988820556175,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",5,1,2.23606797749979,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",5,2,1.02,2,5,2,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",5,2,1.14103247394714,2,5,2,1,3,0.125,0.944444444444444,0.944444444444444,0.944055944055944,0.777777777777778,0.777777777777778,0.783549783549784
"Shape_async",5,2,1.27642657509994,2,5,2,1,1,0.5,0.944444444444444,0.944444444444444,0.944055944055944,0.666666666666667,0.666666666666667,0.675324675324675
"Shape_async",5,2,1.42788644391977,4,5,2,0.5,1,2,0.944444444444444,0.944444444444444,0.944055944055944,0.777777777777778,0.777777777777778,0.781662781662782
"Shape_async",5,2,1.59731843296212,5,5,2,0.4,3,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,2,1.78685510121975,5,5,2,0.4,3,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,2,1.9988820556175,5,5,2,0.4,3,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,2,2.23606797749979,5,5,2,0.4,3,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,3,1.02,2,5,2,1,1,0.125,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",5,3,1.14103247394714,2,5,2,1,1,0.25,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888888888888889
"Shape_async",5,3,1.27642657509994,2,5,2,1,1,0.125,1,1,1,0.888888888888889,0.888888888888889,0.888888888888889
"Shape_async",5,3,1.42788644391977,4,5,2,0.5,3,4,1,1,1,0.888888888888889,0.888888888888889,0.891774891774892
"Shape_async",5,3,1.59731843296212,5,5,2,0.4,1,8,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,3,1.78685510121975,5,5,2,0.4,1,8,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,3,1.9988820556175,5,5,2,0.4,1,8,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,3,2.23606797749979,5,5,2,0.4,1,8,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,4,1.02,2,5,2,1,1,0.125,0.888888888888889,0.888888888888889,0.885714285714286,0.833333333333333,0.833333333333333,0.832167832167832
"Shape_async",5,4,1.14103247394714,2,5,2,1,1,0.25,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.832167832167832
"Shape_async",5,4,1.27642657509994,2,5,2,1,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",5,4,1.42788644391977,3,5,2,0.666666666666667,1,0.5,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",5,4,1.59731843296212,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,4,1.78685510121975,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,4,1.9988820556175,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,4,2.23606797749979,5,5,2,0.4,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",5,5,1.02,2,5,2,1,1,0.5,1,1,1,1,1,1
"Shape_async",5,5,1.14103247394714,2,5,2,1,1,0.25,1,1,1,1,1,1
"Shape_async",5,5,1.27642657509994,2,5,2,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944,1,1,1
"Shape_async",5,5,1.42788644391977,5,5,2,0.4,1,0.25,1,1,1,1,1,1
"Shape_async",5,5,1.59731843296212,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",5,5,1.78685510121975,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",5,5,1.9988820556175,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",5,5,2.23606797749979,5,5,2,0.4,1,8,1,1,1,1,1,1
"Shape_async",6,1,1.02,2,5,2,1,3,1,1,1,1,0.777777777777778,0.777777777777778,0.781662781662782
"Shape_async",6,1,1.14103247394714,2,5,2,1,1,0.25,1,1,1,0.833333333333333,0.833333333333333,0.827894327894328
"Shape_async",6,1,1.27642657509994,2,5,2,1,1,1,1,1,1,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",6,1,1.42788644391977,3,5,2,0.666666666666667,1,0.25,1,1,1,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,1,1.59731843296212,5,5,2,0.4,1,8,1,1,1,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",6,1,1.78685510121975,5,5,2,0.4,1,0.5,1,1,1,0.833333333333333,0.833333333333333,0.822222222222222
"Shape_async",6,1,1.9988820556175,5,5,2,0.4,1,0.5,1,1,1,0.833333333333333,0.833333333333333,0.822222222222222
"Shape_async",6,1,2.23606797749979,5,5,2,0.4,1,0.5,1,1,1,0.833333333333333,0.833333333333333,0.822222222222222
"Shape_async",6,2,1.02,2,5,2,1,3,0.125,0.833333333333333,0.833333333333333,0.822222222222222,0.888888888888889,0.888888888888889,0.882051282051282
"Shape_async",6,2,1.14103247394714,2,5,2,1,3,0.125,0.833333333333333,0.833333333333333,0.822222222222222,0.888888888888889,0.888888888888889,0.882051282051282
"Shape_async",6,2,1.27642657509994,2,5,2,1,1,0.125,1,1,1,0.888888888888889,0.888888888888889,0.882051282051282
"Shape_async",6,2,1.42788644391977,4,5,2,0.5,1,0.125,1,1,1,0.833333333333333,0.833333333333333,0.827894327894328
"Shape_async",6,2,1.59731843296212,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",6,2,1.78685510121975,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",6,2,1.9988820556175,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",6,2,2.23606797749979,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888500388500388
"Shape_async",6,3,1.02,2,5,2,1,1,0.125,0.888888888888889,0.888888888888889,0.888888888888889,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,3,1.14103247394714,2,5,2,1,5,2,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,0.833333333333333,0.830769230769231
"Shape_async",6,3,1.27642657509994,2,5,2,1,1,0.125,0.888888888888889,0.888888888888889,0.888888888888889,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,3,1.42788644391977,3,5,2,0.666666666666667,1,1,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,3,1.59731843296212,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,3,1.78685510121975,5,5,2,0.4,3,8,0.888888888888889,0.888888888888889,0.888888888888889,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,3,1.9988820556175,5,5,2,0.4,3,8,0.888888888888889,0.888888888888889,0.888888888888889,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,3,2.23606797749979,5,5,2,0.4,3,8,0.888888888888889,0.888888888888889,0.888888888888889,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,4,1.02,2,5,2,1,1,0.125,0.722222222222222,0.722222222222222,0.724183006535948,0.666666666666667,0.666666666666667,0.650108932461874
"Shape_async",6,4,1.14103247394714,2,5,2,1,1,0.25,0.722222222222222,0.722222222222222,0.724183006535948,0.722222222222222,0.722222222222222,0.701178451178451
"Shape_async",6,4,1.27642657509994,2,5,2,1,1,0.125,0.722222222222222,0.722222222222222,0.724183006535948,0.722222222222222,0.722222222222222,0.701178451178451
"Shape_async",6,4,1.42788644391977,4,5,2,0.5,1,0.5,0.777777777777778,0.777777777777778,0.775252525252525,0.777777777777778,0.777777777777778,0.76969696969697
"Shape_async",6,4,1.59731843296212,5,5,2,0.4,5,8,0.833333333333333,0.833333333333333,0.836363636363636,0.888888888888889,0.888888888888889,0.885714285714286
"Shape_async",6,4,1.78685510121975,5,5,2,0.4,3,8,0.777777777777778,0.777777777777778,0.775252525252525,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",6,4,1.9988820556175,5,5,2,0.4,3,8,0.777777777777778,0.777777777777778,0.775252525252525,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",6,4,2.23606797749979,5,5,2,0.4,3,8,0.777777777777778,0.777777777777778,0.775252525252525,0.833333333333333,0.833333333333333,0.831168831168831
"Shape_async",6,5,1.02,2,5,2,1,1,0.25,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.832167832167832
"Shape_async",6,5,1.14103247394714,2,5,2,1,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.822222222222222
"Shape_async",6,5,1.27642657509994,2,5,2,1,1,0.25,0.888888888888889,0.888888888888889,0.882051282051282,1,1,1
"Shape_async",6,5,1.42788644391977,4,5,2,0.5,1,4,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,5,1.59731843296212,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,5,1.78685510121975,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,5,1.9988820556175,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",6,5,2.23606797749979,5,5,2,0.4,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Shape_async",7,1,1.02,2,5,2,1,1,8,0.833333333333333,0.833333333333333,0.836363636363636,0.666666666666667,0.666666666666667,0.676923076923077
"Shape_async",7,1,1.14103247394714,2,5,2,1,1,8,0.833333333333333,0.833333333333333,0.836363636363636,0.722222222222222,0.722222222222222,0.711732711732712
"Shape_async",7,1,1.27642657509994,2,5,2,1,1,8,0.888888888888889,0.888888888888889,0.891774891774892,0.611111111111111,0.611111111111111,0.5998445998446
