"dataset","method","family","needs_grid","seed","fold","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier","k_sel","gamma_sel","s_sel","n_sel","lambda","seconds","ok","error"
"Epilepsy","DistSpace-Frechet","depth",FALSE,3,5,0.886792452830189,0.884157509157509,0.896806318681319,0.884157509157509,0.887620712620713,0.886792452830189,0.848571428571429,NA,3.91005015791442,0.226415094339623,1,NA,NA,3,0.024390243902439,0.0626800060272217,TRUE,""
"Epilepsy","DistSpace-bagdist","depth",TRUE,3,5,0.924528301886792,0.924221611721612,0.929166666666667,0.924221611721612,0.924933862433862,0.924528301886792,0.899335232668566,NA,0.79036347815088,0.129979035639413,3,NA,NA,NA,0.024390243902439,0.73487401008606,TRUE,""
"Epilepsy","MFPCA-LDA","functional",TRUE,3,5,0.528301886792453,0.543956043956044,0.523611111111111,0.543956043956044,0.501984126984127,0.528301886792453,0.373226111636708,NA,0.94736771913232,0.557226834423153,NA,NA,NA,NA,0.024390243902439,0.0419609546661377,TRUE,""
"Epilepsy","MFPCA-SVM","functional",TRUE,3,5,0.962264150943396,0.961309523809524,0.966666666666667,0.961309523809524,0.962014032666207,0.962264150943396,0.949619771863118,NA,0.244227545773725,0.110805460332497,NA,NA,NA,NA,0.024390243902439,0.0524659156799316,TRUE,""
"Epilepsy","MFPLS-DA","functional",TRUE,3,5,0.528301886792453,0.535485347985348,0.543829923273657,0.535485347985348,0.491186026576226,0.528301886792453,0.371740161213845,NA,1.3077985408671,0.632538576179427,NA,NA,NA,NA,0.024390243902439,0.0230851173400879,TRUE,""
"Epilepsy","Subspace","functional",TRUE,3,5,0.754716981132076,0.746108058608059,0.787296037296037,0.746108058608059,0.746632996632997,0.754716981132076,0.670964660936008,NA,1.25494210326401,0.67928542360946,NA,NA,NA,NA,0.024390243902439,0.128619909286499,TRUE,""
"Epilepsy","SFKmL-C(dense) + medoid","proposed",FALSE,3,5,0.773584905660377,0.772664835164835,0.799331550802139,0.772664835164835,0.778108672936259,0.773584905660377,0.697718631178707,NA,1.18093885808083,0.64265888134849,NA,1,1.73205080756888,3,0.024390243902439,0.00271916389465332,TRUE,""
"Epilepsy","MFKmL-C + medoid","proposed",FALSE,3,5,0.528301886792453,0.527701465201465,0.543092691622103,0.527701465201465,0.527316341829085,0.528301886792453,0.372335386072951,NA,1.26433497912,0.686099550472253,NA,1,1.73205080756888,3,0.024390243902439,0.000478982925415039,TRUE,""
"Epilepsy","DTW + medoid","distance",FALSE,3,5,0.60377358490566,0.604624542124542,0.721944444444444,0.604624542124542,0.624831309041835,0.60377358490566,0.472511848341232,NA,1.22064800238326,0.661709827879606,NA,1,1.73205080756888,3,0.024390243902439,0.000422000885009766,TRUE,""
"Epilepsy","Euclid + medoid","distance",TRUE,3,5,0.39622641509434,0.399267399267399,0.427586206896552,0.399267399267399,0.349789915966387,0.39622641509434,0.193916349809886,NA,1.33527992096368,0.721956698441029,NA,1,1.73205080756888,3,0.024390243902439,0.000418901443481445,TRUE,""
"Epilepsy","SFKmL-C + medoid","proposed",FALSE,3,5,0.792452830188679,0.793498168498169,0.811647727272727,0.793498168498169,0.793971764117941,0.792452830188679,0.723040380047506,NA,1.17920319067603,0.642371032886498,NA,1,1.71473029949319,3,0.024390243902439,0.0484139919281006,TRUE,""
"Epilepsy","SFKmL-C(dense) + mean","proposed",FALSE,3,5,0.641509433962264,0.637591575091575,0.672619047619048,0.637591575091575,0.626948051948052,0.641509433962264,0.5209324452902,NA,1.29534956113024,0.703560011688152,NA,1,1.73205080756888,3,0.024390243902439,0.491826057434082,TRUE,""
"Epilepsy","MFKmL-C + mean","proposed",FALSE,3,5,0.60377358490566,0.60485347985348,0.625857843137255,0.60485347985348,0.599621212121212,0.60377358490566,0.471007604562738,NA,1.29716332903699,0.704605900786465,NA,1,1.73205080756888,3,0.024390243902439,0.273603916168213,TRUE,""
"Epilepsy","DTW + DBA","distance",FALSE,3,5,0.943396226415094,0.945054945054945,0.947619047619048,0.945054945054945,0.942917771883289,0.943396226415094,0.92453725676317,NA,1.20755749908044,0.655938671859107,NA,1,1.73205080756888,3,0.024390243902439,0.279172897338867,TRUE,""
"Epilepsy","Euclid + centroid","distance",TRUE,3,5,0.60377358490566,0.610805860805861,0.613704004329004,0.610805860805861,0.60684350132626,0.60377358490566,0.472761724301279,NA,1.31766414723634,0.715509973855541,NA,1,1.73205080756888,3,0.024390243902439,0.0250139236450195,TRUE,""
"Epilepsy","SFKmL-C + mean","proposed",FALSE,3,5,0.641509433962264,0.636217948717949,0.659892191142191,0.636217948717949,0.626649437519003,0.641509433962264,0.5209324452902,NA,1.2978950790847,0.704771118085417,NA,1,1.71473029949319,3,0.024390243902439,0.552386999130249,TRUE,""
"Epilepsy","SFKmL-C(dense) + kNN","proposed",FALSE,3,5,0.886792452830189,0.884386446886447,0.890178571428571,0.884386446886447,0.881264709525579,0.886792452830189,0.848931116389549,NA,3.91005015791442,0.226415094339623,1,1,1.73205080756888,3,0.024390243902439,0.0354948043823242,TRUE,""
"Epilepsy","MFKmL-C + kNN","proposed",FALSE,3,5,0.830188679245283,0.827838827838828,0.832051282051282,0.827838827838828,0.827984084880637,0.830188679245283,0.773504273504274,NA,5.86507523687163,0.339622641509434,1,1,1.73205080756888,3,0.024390243902439,0.0337779521942139,TRUE,""
"Epilepsy","DTW + kNN","distance",FALSE,3,5,1,1,1,1,1,1,1,NA,0,0,1,1,1.73205080756888,3,0.024390243902439,0.0452239513397217,TRUE,""
