"dataset","seed","fold","distance","k","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Epilepsy",3,1,"MFCL",1,0.696428571428571,0.702380952380952,0.744047619047619,0.702380952380952,0.692668442668443,0.696428571428571,0.595238095238095,NA,10.4849856913122,0.607142857142857
"Epilepsy",3,1,"MFCL",3,0.714285714285714,0.720238095238095,0.755874060150376,0.720238095238095,0.709241738653503,0.714285714285714,0.619371282922685,NA,3.96916843459334,0.388888888888889
"Epilepsy",3,1,"MFCL",5,0.767857142857143,0.775595238095238,0.793137254901961,0.775595238095238,0.768358876117497,0.767857142857143,0.691001697792869,NA,3.44407598268407,0.397142857142857
"Epilepsy",3,1,"MFCL",7,0.767857142857143,0.775595238095238,0.793137254901961,0.775595238095238,0.768358876117497,0.767857142857143,0.691001697792869,NA,2.90768026259411,0.404518950437318
"Epilepsy",3,1,"MFCL",9,0.714285714285714,0.723214285714286,0.751508295625943,0.723214285714286,0.712053064376902,0.714285714285714,0.620338983050847,NA,2.96833707434366,0.435626102292769
"Epilepsy",3,1,"MFCL",11,0.696428571428571,0.701190476190476,0.738068181818182,0.701190476190476,0.6975,0.696428571428571,0.595753715498938,NA,1.84352520236231,0.439197166469894
"Epilepsy",3,2,"SFCL",1,0.875,0.876190476190476,0.890257352941176,0.876190476190476,0.864725887911372,0.875,0.833120476798638,NA,4.31734704936384,0.25
"Epilepsy",3,2,"SFCL",3,0.928571428571429,0.929761904761905,0.933333333333333,0.929761904761905,0.925555555555556,0.928571428571429,0.904761904761905,NA,1.96706940920717,0.170634920634921
"Epilepsy",3,2,"SFCL",5,0.839285714285714,0.841666666666667,0.851102941176471,0.841666666666667,0.826116771159875,0.839285714285714,0.785987261146497,NA,1.42734896446496,0.192857142857143
"Epilepsy",3,2,"SFCL",7,0.875,0.877380952380952,0.880882352941176,0.877380952380952,0.86985153256705,0.875,0.833262441514249,NA,1.45782015943512,0.2033527696793
"Epilepsy",3,2,"SFCL",9,0.839285714285714,0.841666666666667,0.850694444444444,0.841666666666667,0.826877145842663,0.839285714285714,0.785714285714286,NA,0.940188030173453,0.224867724867725
"Epilepsy",3,2,"SFCL",11,0.857142857142857,0.858333333333333,0.866118421052632,0.858333333333333,0.843280676952077,0.857142857142857,0.809280544912729,NA,0.994477299261807,0.242621015348288
"Epilepsy",3,2,"MFCL",1,0.732142857142857,0.738690476190476,0.761111111111111,0.738690476190476,0.727668993785935,0.732142857142857,0.643463497453311,NA,9.2514579629225,0.535714285714286
"Epilepsy",3,2,"MFCL",3,0.732142857142857,0.738690476190476,0.765873015873016,0.738690476190476,0.730906050471268,0.732142857142857,0.643160577740017,NA,5.15832282995108,0.420634920634921
"Epilepsy",3,2,"MFCL",5,0.714285714285714,0.72202380952381,0.75,0.72202380952381,0.713352367595004,0.714285714285714,0.620338983050847,NA,2.88531932943155,0.407142857142857
"Epilepsy",3,2,"MFCL",7,0.696428571428571,0.704166666666667,0.731209150326797,0.704166666666667,0.685867293625914,0.696428571428571,0.596781024989411,NA,1.79757957484233,0.416909620991254
"Epilepsy",3,2,"MFCL",9,0.714285714285714,0.72202380952381,0.752757352941176,0.72202380952381,0.707602813852814,0.714285714285714,0.620338983050847,NA,1.24487701947039,0.410493827160494
"Epilepsy",3,2,"MFCL",11,0.678571428571429,0.688690476190476,0.729308565531476,0.688690476190476,0.658468559837728,0.678571428571429,0.573243014394581,NA,1.31300747454372,0.432703659976387
"Epilepsy",3,3,"SFCL",1,0.910714285714286,0.911904761904762,0.91875,0.911904761904762,0.906362007168459,0.910714285714286,0.880901743938749,NA,3.08381932097417,0.178571428571429
"Epilepsy",3,3,"SFCL",3,0.928571428571429,0.930952380952381,0.932142857142857,0.930952380952381,0.927129384025936,0.928571428571429,0.904802379940501,NA,1.36782035310183,0.158730158730159
