"base","seed","fold","n_noise","distance","p","n_sel","k_sel","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Setting1",4,3,4,"SFCL",6,2,3,1,1,1,1,1,1,1,NA,0.0225258393393425,0.0123456790123457
"Setting1",4,3,4,"MFCL",6,2,9,0.777777777777778,0.777777777777778,0.773809523809524,0.777777777777778,0.764102564102564,0.777777777777778,0.666666666666667,NA,0.440559880265773,0.297668038408779
"Setting1",4,4,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",4,4,4,"MFCL",6,2,3,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,0.324800586128317,0.209876543209877
"Setting1",4,5,4,"SFCL",6,6,11,1,1,1,1,1,1,1,NA,0.0394302658994075,0.0137741046831956
"Setting1",4,5,4,"MFCL",6,6,1,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting1",4,1,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",4,1,8,"MFCL",10,2,3,0.722222222222222,0.722222222222222,0.804232804232804,0.722222222222222,0.696581196581197,0.722222222222222,0.583333333333333,NA,2.27558617167355,0.358024691358025
"Setting1",4,2,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",4,2,8,"MFCL",10,2,9,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,0.364418435590676,0.246913580246914
"Setting1",4,3,8,"SFCL",10,2,3,1,1,1,1,1,1,1,NA,0.0225258393393425,0.0123456790123457
"Setting1",4,3,8,"MFCL",10,2,11,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,0.426725019733988,0.267217630853994
"Setting1",4,4,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
