"dataset","method","family","needs_grid","seed","fold","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier","k_sel","gamma_sel","s_sel","n_sel","lambda","seconds","ok","error"
"japanese_vowels","DTW + SVM","distance",FALSE,15,3,0.573643410852713,0.562220187220187,0.457791196231224,0.562220187220187,0.466677068164482,0.573643410852713,0.51675521046179,NA,1.23034284007979,0.520252845258696,NA,1,3.46410161513775,12,1.42857142857143,0.256873846054077,TRUE,""
"japanese_vowels","SFKmL-C + SVM","proposed",FALSE,15,3,0.573643410852713,0.560680985680986,0.644814814814815,0.560680985680986,0.493348297391654,0.573643410852713,0.518395329894108,NA,1.30518449109304,0.548105163481761,NA,1,2.55329310844588,8,1.42857142857143,0.840147018432617,TRUE,""
"japanese_vowels","SFKmL-C(dense) + kFDA","proposed",FALSE,15,3,0.961240310077519,0.960648148148148,0.962301587301587,0.960648148148148,0.960601946752017,0.961240310077519,0.956032719836401,NA,1.62963028656704,0.726923573442856,NA,1,3.46410161513775,12,1.42857142857143,0.575849056243896,TRUE,""
"japanese_vowels","MFKmL-C + kFDA","proposed",FALSE,15,3,0.89922480620155,0.905804843304843,0.904231389525507,0.905804843304843,0.903166747369646,0.89922480620155,0.885801838610827,NA,1.66860640003629,0.740136980006564,NA,1,3.46410161513775,12,1.42857142857143,0.537079095840454,TRUE,""
"japanese_vowels","DTW + kFDA","distance",FALSE,15,3,0.984496124031008,0.987433862433862,0.985185185185185,0.987433862433862,0.98558419953219,0.984496124031008,0.982422673388745,NA,1.531427969023,0.689518920094453,NA,1,3.46410161513775,12,1.42857142857143,0.552919149398804,TRUE,""
"japanese_vowels","SFKmL-C + kFDA","proposed",FALSE,15,3,0.961240310077519,0.961360398860399,0.965648148148148,0.961360398860399,0.96306585716724,0.961240310077519,0.955990720524018,NA,1.61621324295105,0.72088105378264,NA,1,2.55329310844588,8,1.42857142857143,1.18995380401611,TRUE,""
"japanese_vowels","SFKmL-C(gap) + medoid","proposed",FALSE,15,4,0.4609375,0.454167048732266,0.450739027054817,0.454167048732266,0.428592353974562,0.4609375,0.39047619047619,NA,1.76558032134627,0.782574666773525,NA,NA,1.02,2,0.714285714285714,4.46686506271362,TRUE,""
"japanese_vowels","SFKmL-C(gaplab) + medoid","proposed",FALSE,15,4,0.4609375,0.454167048732266,0.450739027054817,0.454167048732266,0.428592353974562,0.4609375,0.39047619047619,NA,1.76558032134627,0.782574666773525,NA,NA,1.02,2,0.714285714285714,0.362813234329224,TRUE,""
"japanese_vowels","1NN-DTW","distance",FALSE,15,4,0.9375,0.937097423510467,0.950688200688201,0.937097423510467,0.939540377318155,0.9375,0.929134948096886,NA,2.15867352468192,0.125,1,NA,NA,12,0.714285714285714,0.00419807434082031,TRUE,""
"japanese_vowels","1NN-DDTW","distance",FALSE,15,4,0.6875,0.679477125129299,0.68914102466734,0.679477125129299,0.63303311068017,0.6875,0.645772796457728,NA,2.05312153753047,0.854552399749987,1,NA,NA,NA,0.714285714285714,0.0824759006500244,TRUE,""
"japanese_vowels","NC-DBA","distance",FALSE,15,4,0.9140625,0.910482472438994,0.913687600644122,0.910482472438994,0.908826670777631,0.9140625,0.902641405061541,NA,1.7256937498982,0.759915676377713,NA,NA,NA,NA,0.714285714285714,0.401543140411377,TRUE,""
"japanese_vowels","DistSpace-Frechet","depth",FALSE,15,4,0.921875,0.922519509476031,0.924750611707133,0.922519509476031,0.92200160603459,0.921875,0.911455451023796,NA,0.665071732881501,0.10375,5,NA,NA,11,0.714285714285714,0.614370822906494,TRUE,""
"japanese_vowels","SFKmL-C(dense) + medoid","proposed",FALSE,15,4,0.90625,0.906114517527561,0.909191117524451,0.906114517527561,0.902688117982236,0.90625,0.893775933609959,NA,1.83924324605192,0.795698427674676,NA,1,3.46410161513775,12,0.714285714285714,0.0593669414520264,TRUE,""
"japanese_vowels","MFKmL-C + medoid","proposed",FALSE,15,4,0.8828125,0.885281184194228,0.884090708003751,0.885281184194228,0.882151225604499,0.8828125,0.867238279629373,NA,1.85115944168572,0.798737439190696,NA,1,3.46410161513775,12,0.714285714285714,0.00119519233703613,TRUE,""
"japanese_vowels","DTW + medoid","distance",FALSE,15,4,0.8671875,0.86031679672984,0.891899394218235,0.86031679672984,0.866921926704535,0.8671875,0.849046132500867,NA,1.77487590077179,0.776011373264853,NA,1,3.46410161513775,12,0.714285714285714,0.00153493881225586,TRUE,""
"japanese_vowels","SFKmL-C + medoid","proposed",FALSE,15,4,0.9375,0.935945435401957,0.951587301587302,0.935945435401957,0.939640658721118,0.9375,0.929130043601633,NA,1.78735893280524,0.78026000060224,NA,1,2.772334981081,11,0.714285714285714,0.557451963424683,TRUE,""
"japanese_vowels","SFKmL-C(dense) + kNN","proposed",FALSE,15,4,0.96875,0.969706119162641,0.971055088702148,0.969706119162641,0.96922100980072,0.96875,0.964599322408905,NA,1.07933676234096,0.0625,1,1,3.46410161513775,12,0.714285714285714,0.147007942199707,TRUE,""
"japanese_vowels","MFKmL-C + kNN","proposed",FALSE,15,4,0.9609375,0.961159110615632,0.971777269260107,0.961159110615632,0.964750611707133,0.9609375,0.955694011768778,NA,1.38718330681134,0.0989583333333333,3,1,3.46410161513775,12,0.714285714285714,0.0954928398132324,TRUE,""
"japanese_vowels","DTW + kNN","distance",FALSE,15,4,0.9453125,0.940325777282299,0.960167047123569,0.940325777282299,0.944212038125082,0.9453125,0.937937244579899,NA,0.875511167347548,0.0885416666666667,3,1,3.46410161513775,12,0.714285714285714,0.0847618579864502,TRUE,""
"japanese_vowels","SFKmL-C + kNN","proposed",FALSE,15,4,0.953125,0.952612102068624,0.963230260713098,0.952612102068624,0.955491352447874,0.953125,0.946836494531358,NA,0.365333439819024,0.0685586734693878,7,1,2.772334981081,11,0.714285714285714,0.769596815109253,TRUE,""
"japanese_vowels","SFKmL-C(dense) + SVM","proposed",FALSE,15,4,0.5546875,0.557199644156166,0.465516219520796,0.557199644156166,0.475098570085782,0.5546875,0.495644960597263,NA,1.3391841591607,0.55698936478772,NA,1,3.46410161513775,12,0.714285714285714,0.340451955795288,TRUE,""
"japanese_vowels","MFKmL-C + SVM","proposed",FALSE,15,4,0.546875,0.542769629726152,0.563309965563286,0.542769629726152,0.461829269525034,0.546875,0.487434410383872,NA,1.29139146182364,0.549241597224078,NA,1,3.46410161513775,12,0.714285714285714,0.25928807258606,TRUE,""
"japanese_vowels","DTW + SVM","distance",FALSE,15,4,0.578125,0.573213823213823,0.565709617180205,0.573213823213823,0.477382100756714,0.578125,0.521760188196222,NA,1.26258366372087,0.539424006895327,NA,1,3.46410161513775,12,0.714285714285714,0.254410982131958,TRUE,""
"japanese_vowels","SFKmL-C + SVM","proposed",FALSE,15,4,0.5546875,0.553811727724771,0.536078042328042,0.553811727724771,0.48051855906262,0.5546875,0.494596841230258,NA,1.29722837669076,0.549433151572141,NA,1,2.772334981081,11,0.714285714285714,0.78333592414856,TRUE,""
"japanese_vowels","SFKmL-C(dense) + kFDA","proposed",FALSE,15,4,0.9765625,0.974537037037037,0.973646723646724,0.974537037037037,0.972594953745024,0.9765625,0.973445819791162,NA,1.63941872078435,0.729358361980991,NA,1,3.46410161513775,12,0.714285714285714,0.577832221984863,TRUE,""
"japanese_vowels","MFKmL-C + kFDA","proposed",FALSE,15,4,0.921875,0.925474686344252,0.940764716306512,0.925474686344252,0.930255919860453,0.921875,0.911314349061179,NA,1.66515196426895,0.738321634501291,NA,1,3.46410161513775,12,0.714285714285714,0.550726175308228,TRUE,""
