"dataset","seed","fold","s","n_sel","p","k_sel","gamma_sel","bal_acc_knn","acc_knn","macro_f1_knn","bal_acc_kfda","acc_kfda","macro_f1_kfda"
"japanese_vowels",2,2,1.21466341371801,2,12,9,0.125,0.694927757427757,0.674418604651163,0.675465523440073,0.713761701261701,0.705426356589147,0.703076260882456
"japanese_vowels",2,2,1.44647765551479,3,12,11,0.125,0.763115588115588,0.75968992248062,0.74777986320206,0.75002035002035,0.751937984496124,0.742791910183215
"japanese_vowels",2,2,1.72253283030825,5,12,11,0.125,0.883699633699634,0.891472868217054,0.883233292230762,0.864189051689052,0.86046511627907,0.858850270929124
"japanese_vowels",2,2,2.05127216461134,6,12,9,0.5,0.909162596662597,0.914728682170543,0.909959548829142,0.898911273911274,0.906976744186046,0.897603354509321
"japanese_vowels",2,2,2.44275024503092,8,12,7,4,0.945487382987383,0.945736434108527,0.943650469847564,0.964387464387464,0.968992248062015,0.965686274509804
"japanese_vowels",2,2,2.90894054067624,11,12,1,2,0.949404761904762,0.953488372093023,0.952487512487513,0.982804232804233,0.984496124031008,0.983571626083703
"japanese_vowels",2,2,3.46410161513775,12,12,1,4,0.973544973544973,0.976744186046512,0.973379449263819,0.963675213675214,0.968992248062015,0.96526759496069
"japanese_vowels",2,3,1.02,2,12,9,0.125,0.508062308062308,0.503875968992248,0.490094351572874,0.719744607244607,0.705426356589147,0.705816414462346
"japanese_vowels",2,3,1.21466341371801,2,12,7,0.25,0.72701973951974,0.720930232558139,0.722678404240794,0.693818681318681,0.682170542635659,0.685511277552142
"japanese_vowels",2,3,1.44647765551479,4,12,7,0.125,0.846281033781034,0.844961240310077,0.840590618376396,0.890262515262515,0.891472868217054,0.886467504583447
"japanese_vowels",2,3,1.72253283030825,5,12,11,0.5,0.8879477004477,0.891472868217054,0.887890403357563,0.925976800976801,0.930232558139535,0.928307491335442
"japanese_vowels",2,3,2.05127216461134,6,12,7,0.5,0.916717541717542,0.922480620155039,0.917274678054729,0.928291615791616,0.930232558139535,0.930030601443645
"japanese_vowels",2,3,2.44275024503092,8,12,3,8,0.959045584045584,0.961240310077519,0.960378068541487,0.964285714285714,0.961240310077519,0.962714255855795
"japanese_vowels",2,3,2.90894054067624,11,12,7,8,0.967592592592593,0.968992248062015,0.966679961673704,0.99537037037037,0.992248062015504,0.994268930439143
"japanese_vowels",2,3,3.46410161513775,12,12,1,4,0.977564102564103,0.976744186046512,0.977380179330443,0.99537037037037,0.992248062015504,0.994268930439143
"japanese_vowels",2,4,1.02,2,12,5,0.125,0.50290944964858,0.53125,0.503509202864042,0.647555021468065,0.6796875,0.636325884676709
